Brand,Name,CPU,Weight,Price,Link,ImageLink,Display,RAM,Storage,Graphics Card,Source,Matching Group
 DELL,DELL INSPIRON 15 3520,i5 1235U,1.9 kg,16.190.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5122w1,https://cdn.tgdd.vn/Products/Images/44/296847/Slider/vi-vn-dell-inspiron-15-3520-i5-n5i5122w1-thumbvideo-1.jpg,"15.6"" Full HD (1920 x 1080) 120Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 2666 MHz ,256 GB SSD NVMe PCIe Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB) ,Card tích hợp Intel UHD ,tgdd,Dell Inspiron 15 N3520
 ACER,ACER ASPIRE 7 GAMING A715 76G 5132,i5 12450H,2.1 kg,15.990.000₫ *,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5132-i5-nhqmesv002,https://img.youtube.com/vi/hh0DBdtscqg/maxresdefault.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB) ",Card rời GTX 1650 4GB ,tgdd,ACER ASPIRE 7 GAMING A715 76G 5132
 HP,HP 240 G9,i5 1235U,1.47 kg,14.990.000₫ *,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y1pa,https://cdn.tgdd.vn/Products/Images/44/291153/Slider/vi-vn-hp-240-g9-i5-6l1y1pa-1.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel UHD ,tgdd,HP 240 G9
 LENOVO,LENOVO IDEAPAD 3 15ITL6,i5 1155G7,1.65 kg,14.490.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15itl6-i5-82h803cvvn,https://cdn.tgdd.vn/Products/Images/44/304599/Slider/vi-vn-lenovo-ideapad-3-15itl6-i5-82h803cvvn-slider-1.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)) ",Card tích hợp Intel Iris Xe ,tgdd,Lenovo Ideapad 3 15ITL6
 MSI,MSI MODERN 14 C11M,i3 1115G4,1.4 kg,10.990.000₫ *,https://www.thegioididong.com/laptop/msi-modern-14-c11m-i3-011vn,https://cdn.tgdd.vn/Products/Images/44/304539/Slider/vi-vn-msi-modern-14-c11m-i3-011vn--(2).jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,tgdd,MSI Modern 14 C11M-011VN
 ACER,ACER ASPIRE 3 A314 35 C3KS N5100,Celeron N5100,1.45 kg,5.540.000₫ *,https://www.thegioididong.com/laptop/acer-aspire-3-a314-35-c3ks-n5100-nxa7ssv009,https://cdn.tgdd.vn/Products/Images/44/308490/acer-aspire-3-a314-35-c3ks-n5100-nxa7ssv009-1.jpg,"14"" HD (1366 x 768) ",4 GB DDR4 2 khe (1 khe 4 GB + 1 khe rời) Từ 2400 MHz ,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ khe cắm HDD SATA ",Card tích hợp Intel UHD ,tgdd,ACER ASPIRE 3 A314 35 C3KS N5100
 ASUS,ASUS VIVOBOOK 15 OLED A1505VA,i5 13500H,1.7 kg,17.490.000₫ *,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1052w,https://cdn.tgdd.vn/Products/Images/44/304028/Slider/vi-vn-asus-vivobook-15-oled-a1505va-i5-l1052w-thumbvideo.jpg,"15.6"" Full HD (1920 x 1080) OLED ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,tgdd,Asus Vivobook 15 OLED A1505VA-L1113W
 LENOVO,LENOVO IDEAPAD SLIM 5 LIGHT 14ABR8,Ryzen 5 7530U,1.17 kg,15.990.000₫ *,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-light-14abr8-r5-82xs002kvn,https://cdn.tgdd.vn/Products/Images/44/305673/Slider/vi-vn-lenovo-ideapad-slim-5-light-14abr8-r5-82xs002kvn-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",16 GB DDR4 (Onboard) 3200 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card tích hợp Radeon ,tgdd,Lenovo Ideapad Slim 5 Light 14ABR8
 HP,HP 15S FQ5078TU,i5 1235U,1.69 kg,15.190.000₫ *,https://www.thegioididong.com/laptop/hp-15s-fq5078tu-i5-6k798pa,https://cdn.tgdd.vn/Products/Images/44/284139/Slider/vi-vn-hp-15s-fq5078tu-i5-6k798pa-thumbvideo.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,HP 15s-fq5080TU
 MSI,MSI MODERN 14 B11MOU,i3 1115G4,1.3 kg,9.490.000₫ *,https://www.thegioididong.com/laptop/msi-modern-14-b11mou-i3-1027vn,https://cdn.tgdd.vn/Products/Images/44/266898/Slider/vi-vn-msi-modern-14-b11mou-i3-1027vn-1.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB) ",Card tích hợp Intel UHD ,tgdd,MSI MODERN 14 B11MOU
 DELL,DELL INSPIRON 16 5620,i7 1255U,1.87 kg,22.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-16-5620-i7-n6i7110w1,https://cdn.tgdd.vn/Products/Images/44/292396/Slider/vi-vn-dell-inspiron-16-5620-i7-n6i7110w1-thumbvideo-1.jpg,"16"" Full HD+ (1920 x 1200) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel UHD ,tgdd,Dell Inspiron 16 N5620
 ACER,ACER NITRO 5 GAMING AN515 57 5669,i5 11400H,2.2 kg,17.990.000₫ *,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-57-5669-i5-nhqehsv001,https://cdn.tgdd.vn/Products/Images/44/263983/Slider/vi-vn-acer-nitro-5-gaming-an515-57-5669-i5-nhqehsv001-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB) ",Card rời GTX 1650 4GB ,tgdd,Acer Nitro Gaming AN515-57-5669
 HP,HP 15S FQ5147TU,i7 1255U,1.69 kg,17.790.000₫ *,https://www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa,https://cdn.tgdd.vn/Products/Images/44/305917/Slider/vi-vn-hp-15s-fq5147tu-i7-7c133pa--(1).jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,HP 15s-fq5146TU
 ASUS,ASUS VIVOBOOK 14 X1402ZA,i5 1240P,1.5 kg,14.990.000₫ *,https://www.thegioididong.com/laptop/asus-vivobook-14-x1402za-i5-ek083w,https://cdn.tgdd.vn/Products/Images/44/284256/Slider/vi-vn-asus-vivobook-14-x1402za-i5-ek083w-1.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,tgdd,ASUS VIVOBOOK 14 X1402ZA
 DELL,DELL VOSTRO 5620,i5 1240P,1.97 kg,17.990.000₫,https://www.thegioididong.com/laptop/dell-vostro-5620-i5-v6i5001w1,https://cdn.tgdd.vn/Products/Images/44/292397/Slider/vi-vn-dell-vostro-5620-i5-v6i5001w1-thumbvideo.jpg,"16"" Full HD+ (1920 x 1200) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230)) ",Card tích hợp Intel UHD ,tgdd,Dell Vostro V5620
 HP,HP PAVILION 14 DV2074TU,i5 1235U,1.41 kg,16.890.000₫ *,https://www.thegioididong.com/laptop/hp-pavilion-14-dv2074tu-i5-7c0p3pa,https://cdn.tgdd.vn/Products/Images/44/302204/Slider/vi-vn-hp-pavilion-14-dv2074tu-i5-7c0p3pa-slider-1.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,HP Pavilion 14 dv2035TU
 ASUS,ASUS VIVOBOOK 14X OLED A1405ZA,i5 12500H,1.6 kg,16.490.000₫ *,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-a1405za-i5-km146w,https://cdn.tgdd.vn/Products/Images/44/307806/asus-vivobook-14x-oled-a1405za-i5-km146w-glr-1.jpg,"14"" 2.8K (2880 x 1800) - OLED 16:10 90Hz ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,tgdd,ASUS VIVOBOOK 14X OLED A1405ZA
 LENOVO,LENOVO IDEAPAD 3 15IAU7,i5 1235U,1.63 kg,17.990.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i5-82rk001pvn,https://cdn.tgdd.vn/Products/Images/44/291738/Slider/vi-vn-lenovo-ideapad-3-15iau7-i5-82rk001pvn-1.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel UHD ,tgdd,Lenovo Ideapad 3 15IAU7
 LENOVO,LENOVO IDEAPAD 3 15IAU7,i3 1215U,1.63 kg,14.690.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk001mvn,https://cdn.tgdd.vn/Products/Images/44/287770/Slider/vi-vn-lenovo-ideapad-3-15iau7-i3-82rk001mvn-thumbvideo.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel UHD ,tgdd,Lenovo Ideapad 3 15IAU7
 ASUS,ASUS GAMING ROG STRIX G15 G513IH,Ryzen 7 4800H,2.1 kg,17.990.000₫ *,https://www.thegioididong.com/laptop/asus-rog-strix-gaming-g513ih-r7-hn015w,https://cdn.tgdd.vn/Products/Images/44/270031/Slider/vi-vn-asus-rog-strix-gaming-g513ih-r7-hn015w-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ",Card rời GTX 1650 4GB ,tgdd,Asus ROG Strix Gaming G513IE-HN246W
 HP,HP 15S FQ5162TU,i5 1235U,1.7 kg,15.690.000₫ *,https://www.thegioididong.com/laptop/hp-15s-fq5162tu-i5-7c134pa,https://cdn.tgdd.vn/Products/Images/44/302532/Slider/hp-15s-fq5162tu-i5-7c134pa-slider-abc-1-1020x570.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,HP 15s fq5160TU
 HP,HP 240 G9,i5 1235U,1.47 kg,15.390.000₫ *,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa,https://cdn.tgdd.vn/Products/Images/44/285963/Slider/vi-vn-hp-240-g9-i5-6l1y2pa-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel UHD ,tgdd,HP 240 G9
 ACER,ACER ASPIRE 3 A314 35 P3G9 N6000,Pentium N6000,1.45 kg,6.990.000₫ *,https://www.thegioididong.com/laptop/acer-aspire-3-a314-35-p3g9-n6000-nxa7ssv007,https://cdn.tgdd.vn/Products/Images/44/274136/Slider/acer-aspire-3-a314-35-p3g9-n6000-nxa7ssv007637862540351928732.jpg,"14"" HD (1366 x 768) ",4 GB DDR4 2 khe (1 khe 4 GB + 1 khe rời) 2400 MHz ,256 GB SSD M.2 SATA 3 (Có thể tháo ra lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB) ,Card tích hợp Intel UHD ,tgdd,ACER ASPIRE 3 A314 35 P3G9 N6000
 HP,HP VICTUS 15 FA0155TX,i5 12450H,2.31 kg,20.990.000₫ *,https://www.thegioididong.com/laptop/hp-victus-15-fa0155tx-i5-81p00pa,https://cdn.tgdd.vn/Products/Images/44/306687/hp-victus-15-fa0155tx-i5-81p00pa-glr-1-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card rời RTX 3050 4GB ,tgdd,HP VICTUS 15 FA0155TX
 HP,HP PAVILION X360 14 EK0134TU,i5 1235U,1.51 kg,18.590.000₫ *,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek0134tu-i5-7c0p8pa,https://cdn.tgdd.vn/Products/Images/44/302212/Slider/vi-vn-hp-pavilion-x360-14-ek0134tu-i5-7c0p8pa--(6).jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,tgdd,HP PAVILION X360 14 EK0134TU
 DELL,DELL VOSTRO 15 3520,i5 1235U,1.67 kg,16.790.000₫,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-5m2tt2,https://cdn.tgdd.vn/Products/Images/44/303835/Slider/vi-vn-dell-vostro-15-3520-i5-5m2tt2-thumbvideo.jpg,"15.6"" Full HD (1920 x 1080) 120Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,tgdd,DELL VOSTRO 15 3520
 LENOVO,LENOVO IDEAPAD 5 15IAL7,i5 1235U,1.85 kg,15.490.000₫ *,https://www.thegioididong.com/laptop/lenovo-ideapad-5-15ial7-i5-82sf005hvn,https://cdn.tgdd.vn/Products/Images/44/300689/Slider/vi-vn-lenovo-ideapad-5-15ial7-i5-82sf005hvn-thumbvideo.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)) Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,tgdd,LENOVO IDEAPAD 5 15IAL7
 ACER,ACER ASPIRE 5 A514 54 511G,i5 1135G7,1.46 kg,14.190.000₫,https://www.thegioididong.com/laptop/acer-aspire-a514-54-511g-i5-nxa28sv009,https://cdn.tgdd.vn/Products/Images/44/271043/Slider/vi-vn-acer-aspire-a514-54-511g-i5-nxa28sv009-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard 4 GB + 1 khe 4 GB) 3200 MHz ,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB) 1 TB SSD M.2 PCIe ,Card tích hợp Intel Iris Xe ,tgdd,ACER ASPIRE 5 A514 54 511G
 HP,HP PAVILION 15 EG2035TX,i5 1235U,1.74 kg,18.090.000₫ *,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2035tx-i5-6k781pa,https://cdn.tgdd.vn/Products/Images/44/284142/Slider/vi-vn-hp-pavilion-15-eg2035tx-i5-6k781pa-1.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card rời MX550 2GB ,tgdd,HP PAVILION 15 EG2035TX
 LENOVO,LENOVO IDEAPAD 3 14ABA7,Ryzen 5 5625U 2.30 GHz ,1.43 kg,10.490.000₫ *,https://www.thegioididong.com/laptop/lenovo-ideapad-3-14aba7-r5-82rm003wvn,https://cdn.tgdd.vn/Products/Images/44/302227/Slider/vi-vn-lenovo-ideapad-3-14aba7-r5-82rm003wvn-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Radeon ,tgdd,LENOVO IDEAPAD 3 14ABA7
 ASUS,ASUS GAMING TUF DASH F15 FX517ZE,i5 12450H,2 kg,21.990.000₫ *,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w,https://cdn.tgdd.vn/Products/Images/44/284343/Slider/vi-vn-asus-tuf-gaming-fx517ze-i5-hn045w-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 4800 MHz ,512 GB SSD NVMe PCIe Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng ,Card rời RTX 3050Ti 4GB ,tgdd,Asus TUF Gaming FX517ZE-HN045W
 ACER,ACER NITRO 5 GAMING AN515 57 553E,i5 11400H,2.2 kg,19.990.000₫ *,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-57-553e-i5-nhqensv006,https://cdn.tgdd.vn/Products/Images/44/274134/Slider/acer-nitro-5-gaming-an515-57-553e-i5-nhqensv006-acv-1-1020x570.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB) ",Card rời RTX 3050 4GB ,tgdd,ACER NITRO 5 GAMING AN515 57 553E
 LENOVO,LENOVO IDEAPAD GAMING 3 15IAH7,i5 12500H,2.315 kg,17.990.000₫ *,https://www.thegioididong.com/laptop/lenovo-ideapad-gaming-3-15iah7-i5-82s9007tvn,https://cdn.tgdd.vn/Products/Images/44/283775/Slider/vi-vn-lenovo-ideapad-gaming-3-15iah7-i5-82s9007tvn-1.jpg,"15.6"" Full HD (1920 x 1080) 120Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card rời RTX 3050 4GB ,tgdd,LENOVO IDEAPAD GAMING 3 15IAH7
 ASUS,ASUS VIVOBOOK 15 X1504VA,i5 1335U,1.7 kg,16.490.000₫ *,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-nj025w,https://cdn.tgdd.vn/Products/Images/44/305008/Slider/vi-vn-asus-vivobook-15-x1504va-i5-nj025w--(4).jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel UHD ,tgdd,ASUS VIVOBOOK 15 X1504VA
 HP,HP PAVILION 15 EG2056TU,i5 1240P,1.72 kg,15.490.000₫ *,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2056tu-i5-6k786pa,https://cdn.tgdd.vn/Products/Images/44/284141/Slider/vi-vn-hp-pavilion-15-eg2056tu-i5-6k786pa-1.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,HP PAVILION 15 EG2056TU
 LENOVO,LENOVO IDEAPAD 5 14IAL7,i5 1235U,1.44 kg,15.490.000₫ *,https://www.thegioididong.com/laptop/lenovo-ideapad-5-14ial7-i5-82sd0060vn,https://cdn.tgdd.vn/Products/Images/44/287771/Slider/vi-vn-lenovo-ideapad-5-14ial7-i5-82sd0060vn-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)) ",Card tích hợp Intel Iris Xe ,tgdd,LENOVO IDEAPAD 5 14IAL7
 LENOVO,LENOVO IDEAPAD GAMING 3 15IHU6,i5 11320H,2.25 kg,20.790.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-gaming-3-15ihu6-i5-82k101f3vn,https://cdn.tgdd.vn/Products/Images/44/302226/Slider/lenovo-ideapad-gaming-3-15ihu6-i5-82k101f3vn638155252901510186.jpg,"15.6"" Full HD (1920 x 1080) 120Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)) Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB) ",Card rời GTX 1650 4GB ,tgdd,Lenovo Gaming IdeaPad 3 15IHU6
 MSI,MSI MODERN 15 A5M,Ryzen 7 5700U,1.6 kg,12.490.000₫ *,https://www.thegioididong.com/laptop/msi-modern-15-a5m-r7-237vn,https://cdn.tgdd.vn/Products/Images/44/263792/Slider/vi-vn-msi-modern-15-a5m-r7-237vn-thumbvideo.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB) Không hỗ trợ khe cắm HDD ",Card tích hợp Radeon ,tgdd,MSI MODERN 15 A5M
 DELL,DELL INSPIRON 15 3520,i3 1215U,1.9 kg,12.290.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i3-i3u082w11blu,https://cdn.tgdd.vn/Products/Images/44/302266/Slider/dell-inspiron-15-3520-i3-i3u082w11blu638155265805066512.jpg,"15.6"" Full HD (1920 x 1080) 120Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 2666 MHz ,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB) 256 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,tgdd,Dell Inspiron 15 N3520
 MSI,MSI GAMING GF63 THIN 11UC,i7 11800H 2.30 GHz ,1.86 kg,19.990.000₫,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-11uc-i7-1228vn,https://cdn.tgdd.vn/Products/Images/44/306133/msi-gaming-gf63-thin-11uc-i7-1228vn-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe Hỗ trợ khe cắm SATA 2.5 inch mở rộng (nâng cấp SSD hoặc HDD đều được) ,Card rời RTX 3050 4GB ,tgdd,MSI Gaming GF63 Thin 11UC-1230VN
 GIGABYTE,GIGABYTE GAMING G5,i5 12500H,1.9 kg,19.990.000₫,https://www.thegioididong.com/laptop/gigabyte-gaming-g5-i5-ge-51vn263sh,https://cdn.tgdd.vn/Products/Images/44/309113/Slider/vi-vn-gigabyte-gaming-g5-i5-ge-51vn263sh-slider-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng 512 GB SSD NVMe PCIe Gen 4.0 ,Card rời RTX 3050 4GB ,tgdd,Gigabyte Gaming G5 GE-51VN213SH
 DELL,DELL INSPIRON 5620,i5 1235U,1.87 kg,18.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-5620-i5-71003903,https://cdn.tgdd.vn/Products/Images/44/307712/dell-inspiron-5620-i5-71003903-glr-1.jpg,"16"" Full HD+ (1920 x 1200) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,tgdd,DELL INSPIRON 5620
 ACER,ACER ASPIRE 3 A315 58 382Z,i3 1115G4,1.7 kg,9.990.000₫ *,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-382z-i3-nxaddsv00k,https://cdn.tgdd.vn/Products/Images/44/283438/Slider/acer-aspire-3-a315-58-382z-i3-1115g4-8gb-256gb-win11-(nx.addsv.00k)638010112536820261.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard 4 GB + 1 khe 4 GB) Từ 2400 MHz ,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB) ",Card tích hợp Intel UHD ,tgdd,Acer Aspire 3 A315-58-35AG
 LENOVO,LENOVO LEGION 5 15IAH7,i5 12500H,2.35 kg,23.490.000₫ *,https://www.thegioididong.com/laptop/lenovo-legion-5-15iah7-i5-82rc003wvn,https://cdn.tgdd.vn/Products/Images/44/292389/Slider/vi-vn-lenovo-legion-5-15iah7-i5-82rc003wvn-sliders-1.jpg,"15.6"" Full HD (1920 x 1080) 165Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)) ",Card rời RTX 3050Ti 4GB ,tgdd,Lenovo Gaming Legion 5 15IAH7H
