Brand,Name,CPU,Weight,Price,Link,ImageLink,Display,RAM,Storage,Graphics Card,Source,Matching Group
ASUS,Asus Vivobook,i3 1220P,1.4 kg,13.190.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-14x-a1403za-ly072w.html,,14.0inch WUXGA WUXGA (1920x1200),8Gb (Onboard) DDR4,256GB SSD,Intel UHD Graphics,phucanh,Asus Vivobook
LENOVO,Lenovo ThinkPad T14S GEN 2,Ryzen 5 Pro 5650U,1.36 kg,23.490.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-lenovo-thinkpad-t14s-gen-2-20xf009yvn-ryzen-5-pro-5650u.html,,14.0inch Full HD Full HD (1920x1080),16Gb (Onboard) DDR4,512GB SSD,AMD Radeon Graphics,phucanh,Lenovo ThinkPad T14s Gen 2
ACER,Acer Gaming Nitro17 Phoenix AN17,i5 13500H,3.0 kg,35.490.000 ₫,https://www.phucanh.vn/laptop-acer-gaming-nitro-17-phoenix-an17-51-50b9-nh-qk5sv-001-core-i5-13500h-8gb-512gb-ssd-nvidia-geforce-rtx-4050-6gb-gddr6-17-3inch-full-hd-windows-11-home-black-1-year.html,,17.3inch Full HD Full HD (1920x1080),8Gb DDR5,512GB SSD,Nvidia GeForce RTX 4050 6GB GDDR6,phucanh,Acer Gaming Nitro17 Phoenix AN17
HP,HP Pavilion 14-dv2077TU,i5 1235U,1.4 kg,15.590.000 ₫,https://www.phucanh.vn/laptop-hp-pavilion-14-dv2077tu-7c0w3pa.html,,14.0inch Full HD 1920x1080,8Gb (2x4Gb) DDR4,256GB SSD,Intel Iris Xe Graphics,phucanh,HP Pavilion 14-dv2077TU
ASUS,Asus Vivobook Flip,Ryzen 7 5800H,1.5 kg,19.990.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-flip-tn3402qa-lz027w.html,,14.0inch WUXGA Touch WUXGA (1920x1200),16Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Asus Vivobook Flip
ASUS,Asus Zenbook Pro 14 Duo,i9 12900HK,1.75 kg,60.990.000 ₫,https://www.phucanh.vn/laptop-asus-zenbook-pro-14-duo-ux8402ze-m3074w.html,,14.5inch 2.8K Touch 2.8K (2880x1800),32Gb (Onboard) DDR5,1TB SSD,Nvidia GeForce RTX 3050Ti 4Gb GDDR6,phucanh,Asus Zenbook Pro 14 Duo
LENOVO,Lenovo IdeaPad Slim 3 14IAU7,i5 1235U,1.63 kg,13.490.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-lenovo-ideapad-slim-3-14iau7-82rj001bvn-core-i5-1235u.html,,14.0inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,Lenovo IdeaPad Slim 3 14IAU7
HP,HP EliteBook X360 1040 G9,i7 1255U,1.35 kg,48.990.000 ₫,https://www.phucanh.vn/laptop-hp-elitebook-x360-1040-g9-6z982pa.html,,14.0inch WUXGA Touch WUXGA (1920x1200),16Gb (Onboard) DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,HP ELITEBOOK X360 1040 G9
ASUS,Asus Vivobook Flip,i3 1315U,1.5 kg,15.990.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-flip-tp3402va-lz025w-core-i3-1315u-8gb-256gb-ssd-intel-iris-xe-graphics-140inch-wuxga-windows-11-home-silver-vo-nhom.html,,14.0inch WUXGA WUXGA (1920x1200),8Gb (Onboard) DDR4,256GB SSD,Intel Iris Xe Graphics,phucanh,Asus Vivobook Flip
HP,HP 240 G9,i5 1235U,1.5 kg,15.490.000 ₫,https://www.phucanh.vn/laptop-hp-240-g9-6l1y2pa.html,,14.0inch Full HD Full HD (1920x1080),8Gb DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,HP 240 G9
HP,HP 14s-dq5100TU,i5 1235U,1.46 kg,14.990.000 ₫,https://www.phucanh.vn/laptop-hp-14s-dq5100tu-7c0q0pa.html,,14.0inch Full HD Full HD (1920x1080),8Gb (2x4Gb) DDR4,256GB SSD,Intel Iris Xe Graphics,phucanh,HP 14s-dq5100TU
ASUS,Asus Vivobook 14X OLED,i5 13500H,1.4 kg,21.990.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-asus-vivobook-14x-oled-s3405va-km072w.html,,14.0inch 2.8K 2.8K (2880x1800),16Gb (8Gb onboard + 1 khe rời) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Asus Vivobook S3405VA-KM071W
ACER,Acer Gaming Nitro Tiger AN515 ,i7 12700H,2.5 kg,27.990.000 ₫,https://www.phucanh.vn/laptop-acer-gaming-nitro-tiger-an515-58-773y-nhqfksv001-16gb-core-i7-12700h-16gb-512gb-ssd-nvidia-geforce-rtx-3050ti-4gb-gddr6-156inch-full-hd-windows-11-home-black.html,,15.6inch Full HD Full HD (1920x1080),16Gb (2x8Gb) DDR4,512GB SSD,Nvidia GeForce RTX 3050Ti 4Gb GDDR6,phucanh,Acer Gaming Nitro Tiger AN515 
ACER,Acer Swift 3 SF314-511-55QE,:Core i5 : 1135G7,1.19 kg,17.690.000 ₫,https://www.phucanh.vn/laptop-acer-swift-3-sf314-511-55qe-nx.abnsv.003.html,,: 14.0inch Full HD :Full HD (1920x1080),: 16Gb (Onboard) : DDR4,: 512GB : SSD,: Intel Iris Xe Graphics,phucanh,Acer Swift 3 SF314-511-55QE
ASUS,Asus Vivobook,i5 13500H,1.6 kg,17.590.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-14-oled-a1405va-km059w.html,,14.0inch 2.8K 2.8K (2880x1800),8Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,Asus Vivobook
ACER,Acer Gaming Nitro Eagle AN515 57 ,i5 11400H,2.3 kg,19.990.000 ₫,https://www.phucanh.vn/laptop-acer-gaming-nitro-eagle-an515-57-54mv-nhqensv003-16gb-core-i5-11400h-16gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-gddr6-156inch-full-hd-windows-11-home-black-1-year.html,,15.6inch Full HD Full HD (1920x1080),16Gb (2x8Gb) DDR4,512GB SSD,Nvidia GeForce RTX 3050 4Gb GDDR6,phucanh,Acer Gaming Nitro Eagle AN515 57 
LENOVO,Lenovo ThinkBook 14 G4 IAP,i5 1235U,1.4 kg,18.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkbook-14-g4-iap-21dh00bavn-core-i5.html,,14.0inch Full HD 1920x1080,8Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,LENOVO THINKBOOK 14 G4 IAP
ACER,Acer Gaming Nitro AN515 57-5669,i5 11400H,2.2 kg,18.490.000 ₫,https://www.phucanh.vn/laptop-acer-gaming-nitro-an515-57-5669-nhqehsv001-16gb-core-i5-11400h-16gb-512gb-ssd-nvidia-geforce-gtx-1650-4gb-gddr6-156inch-full-hd-windows-11-home-black-1-year.html,,15.6inch Full HD Full HD (1920x1080),16Gb (2x8Gb) DDR4,512GB SSD,Nvidia GeForce GTX 1650 4GB GDDR6,phucanh,Acer Nitro Gaming AN515-57-5669
GIGABYTE,Gigabyte Gaming G5 MF,i5 12500H,1.9 kg,23.290.000 ₫,https://www.phucanh.vn/laptop-gigabyte-g-serial-gaming-g5-mf-e2vn333sh-core-i5-12500h-8gb-512gb-ssd-nvidia-geforce-rtx-4050-6gb-gddr6-156inch-full-hd-windows-11-home-black-2-year.html,,15.6inch Full HD Full HD (1920x1080),8Gb DDR4,512GB SSD,Nvidia GeForce RTX 4050 6GB GDDR6,phucanh,Gigabyte Gaming G5 MF-F2VN313SH
LENOVO,Lenovo ThinkPad T14 GEN 3,i7 1255U,1.4 kg,32.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-t14-gen-3-21ajs9vn00-core-i7.html,,14.0inch WUXGA WUXGA (1920x1200),16Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,Lenovo ThinkPad T14 GEN 3
DELL,Dell Latitude 3520,i7 1165G7,1.79 kg,21.690.000 ₫,https://www.phucanh.vn/laptop-dell-latitude-3520-71004153-core-i7-1165g7-8gb-256gb-ssd-intel-iris-xe-graphics-156inch-full-hd-windows-11-home-black-1-year.html,,15.6inch Full HD 1920x1080,8Gb DDR4,256GB SSD,Intel Iris Xe Graphics,phucanh,Dell Latitude 3520
ACER,Acer Gaming Nitro Tiger AN515 58,i5 12500H,2.5 kg,23.490.000 ₫,https://www.phucanh.vn/laptop-acer-gaming-nitro-tiger-an515-58-52sp-nhqfhsv001-16gb-core-i5-12500h-16gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-gddr6-156inch-full-hd-windows-11-home-black-1-year.html,,15.6inch Full HD Full HD (1920x1080),16Gb (2x8Gb) DDR4,512GB SSD,Nvidia GeForce RTX 3050 4Gb GDDR6,phucanh,Acer Gaming Nitro Tiger AN515 58
ACER,Acer Aspire A314 36M 391A,i3 N305,1.21 kg,9.990.000 ₫,https://www.phucanh.vn/laptop-acer-aspire-a314-36m-391a-nx.kdmsv.002-core-i3.html,,14.0inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR5,512GB SSD,Intel UHD Graphics,phucanh,ACER Aspire 3 A314-36M-391A
HP,HP ProBook 450 G9,i7 1260P,1.74 kg,23.990.000 ₫,https://www.phucanh.vn/laptop-hp-probook-450-g9-6m107pa.html,,Khoảng 15 inch Full HD (1920x1080),16Gb DDR4,512GB SSD,Intel UHD Graphics,phucanh,HP PROBOOK 450 G9
LENOVO,Lenovo ThinkPad E14 GEN 4,i7 1255U,1.64 kg,23.490.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-e14-gen-4-21e300dvva-core-i7-1255u-16gb-512gb-ssd-intel-iris-xe-graphics-140inch-full-hd-noos-black-aluminium-2-year.html,,14.0inch Full HD Full HD (1920x1080),16Gb (8Gb onboard + 1 khe rời) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo ThinkPad E14 GEN 4
ACER,Acer Aspire Gaming A715 ,Ryzen 5 5625U,2.1 kg,17.990.000 ₫,https://www.phucanh.vn/laptop-acer-aspire-gaming-a715-43g-r8ga-nhqhdsv002-16gb-ryzen-5-5625u-16gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-gddr6-156inch-full-hd-windows-11-home-black-1-year.html,,15.6inch Full HD Full HD (1920x1080),16Gb (2x8Gb) DDR4,512GB SSD,Nvidia GeForce RTX 3050 4Gb GDDR6,phucanh,Acer Aspire Gaming A715 
HP,HP EliteBook 640 G9,i7 1255U,1.38 kg,24.990.000 ₫,https://www.phucanh.vn/laptop-hp-elitebook-640-g9-6m158pa.html,,14.0inch Full HD Full HD (1920x1080),16Gb DDR4,512GB SSD,Intel UHD Graphics,phucanh,HP EliteBook 640 G9
DELL,Dell Gaming G15 5530,i7 13650HX,2.65 kg,40.990.000 ₫,https://www.phucanh.vn/laptop-dell-g-series-gaming-g15-5530-i7h165w11gr4060-core-i7-13650hx-16gb-512gb-ssd-nvidia-geforce-rtx-4060-8gb-gddr6-156inch-full-hd-windows-11-home-office-student-phantom-grey-1-year.html,,15.6inch Full HD Full HD (1920x1080),16Gb (2x8Gb) DDR5,512GB SSD,Nvidia GeForce RTX 4060 8GB GDDR6,phucanh,Dell Gaming G15 5530
ACER,Acer Aspire Gaming A715,Ryzen 5 5500U,2.1 kg,15.490.000 ₫,https://www.phucanh.vn/laptop-acer-aspire-gaming-a715-42g-r05g-nhqaysv007-16gb-ryzen-5-5500u-16gb-512gb-ssd-nvidia-geforce-gtx-1650-4gb-gddr6-156inch-full-hd-windows-11-home-black-1-year.html,,15.6inch Full HD Full HD (1920x1080),16Gb (2x8Gb) DDR4,512GB SSD,Nvidia GeForce GTX 1650 4GB GDDR6,phucanh,Acer Aspire Gaming A715-42G-R05G
DELL,Dell Inspiron 5430,i5 1340P,1.69 kg,26.990.000 ₫,https://www.phucanh.vn/laptop-dell-inspiron-5430-i5p165w11sld2-core-i5-1340p-16gb-512gb-ssd-nvidia-geforce-mx550-2gb-gddr6-140inch-full-hd-windows-11-home-office-student-silver-vo-nhom-1-year.html,,14.0inch Full HD+ WUXGA (1920x1200),16Gb (Onboard) DDR5,512GB SSD,Nvidia GeForce MX550 2GB GDDR6,phucanh,Dell Inspiron 5430
ASUS,Asus Vivobook Pro 15,Ryzen 7 6800H,1.65 kg,27.590.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-pro-15-oled-m6500rc-ma004w.html,,Khoảng 15 inch 2.8K (2880x1800),16Gb (Onboard) DDR4,512GB SSD,Nvidia GeForce RTX 3050 4Gb GDDR6,phucanh,Asus Vivobook Pro 15
DELL,Dell Latitude 5430,i7 1255U,1.36 kg,27.490.000 ₫,https://www.phucanh.vn/laptop-dell-latitude-5430-l5430i714u512-core-i7-1255u-8gb-512gb-ssd-intel-iris-xe-graphics-140inch-full-hd-noos-grey-aluminium.html,,14.0inch Full HD Full HD (1920x1080),8Gb DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Dell Latitude 5430
DELL,Dell Inspiron 3530,i5 1335U,1.66 kg,18.490.000 ₫,https://www.phucanh.vn/laptop-dell-inspiron-3530-i5u085w11blu-core-i5-1335u-8gb-512gb-ssd-intel-uhd-graphics-156inch-full-hd-windows-11-home-office-student-black-vo-nhua-1-year.html,,15.6inch Full HD Full HD (1920x1080),8Gb DDR4,512GB SSD,Intel UHD Graphics,phucanh,Dell Inspiron 3530
LENOVO,Lenovo ThinkPad T14 GEN 3,i7 1255U,1.4 kg,36.490.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-t14-gen-3-21ajsbs500-core-i7-1255u-16gb-512gb-ssd-intel-uhd-graphics-14-0inch-wuxga-windows-10-pro-black-carbon-fiber-3-year.html,,14.0inch WUXGA WUXGA (1920x1200),16Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,Lenovo ThinkPad T14 GEN 3
HP,HP ProBook 450 G9,i5 1235U,1.74 kg,18.990.000 ₫,https://www.phucanh.vn/laptop-hp-probook-450-g9-6m0y8p.html,,Khoảng 15 inch Full HD (1920x1080),8Gb DDR4,256GB SSD,Intel UHD Graphics,phucanh,HP PROBOOK 450 G9
ASUS,Asus Vivobook 15X OLED,i5 1340P,1.7 kg,18.990.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-15x-oled-s3504va-l1226w.html,,15.6inch FHD OLED Full HD (1920x1080),16Gb (2x8Gb) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Asus Vivobook 15X OLED
DELL,Dell Inspiron 3530,i3 1305U,1.66 kg,15.390.000 ₫,https://www.phucanh.vn/laptop-dell-inspiron-3530-i3u085w11blu-core-i3-1305u-8gb-512gb-ssd-intel-uhd-graphics-156inch-full-hd-windows-11-home-office-student-black-vo-nhua-1-year.html,,15.6inch Full HD Full HD (1920x1080),8Gb DDR4,512GB SSD,Intel UHD Graphics,phucanh,Dell Inspiron 3530
LENOVO,Lenovo ThinkPad T14 GEN 3,i7 1260P,1.4 kg,34.490.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-t14-gen-3-21ajsca000-core-i7-1260p-16gb-512gb-ssd-intel-uhd-graphics-14-0inch-wuxga-touch-noos-black-carbon-fiber-3-year.html,,14.0inch WUXGA Touch WUXGA (1920x1200),16Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,Lenovo ThinkPad T14 GEN 3
LENOVO,Lenovo Legion Gaming 5 15ARH7,Ryzen 7 6800H,2.4 kg,29.490.000 ₫,https://www.phucanh.vn/laptop-lenovo-gaming-legion-5-15arh7-82re0036vn.html,,15.6inch Full HD Full HD (1920x1080),16Gb (2x8Gb) DDR5,512GB SSD,Nvidia GeForce RTX 3050Ti 4Gb GDDR6,phucanh,Lenovo Gaming Legion 5 15ARH7
ACER,Acer Swift 3 SF314 512 56QN,i5 1240P,1.19 kg,18.490.000 ₫,https://www.phucanh.vn/laptop-acer-swift-swift-3-sf314-512-56qn-nxk0fsv002-core-i5-1240p-16gb-512gb-ssd-intel-iris-xe-graphics-140inch-full-hd-windows-11-home-silver-nhom.html,,14.0inch Full HD QHD (2560x1600),16Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,ACER SWIFT 3 SF314 512 56QN
LENOVO,Lenovo ThinkBook 15 G4 IAP,i7 1255U,1.7 kg,22.490.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkbook-15-g4-iap-21dj00cwvn-core-i7-1255u-8gb-512gb-ssd-intel-iris-xe-graphics-15-6inch-full-hd-windows-11-home-grey-aluminium-2-year.html,,15.6inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo ThinkBook 15 G4 IAP
LENOVO,Lenovo ThinkPad X13 GEN 3,i5 1240P,1.21 kg,28.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-x13-gen-3-21bn00ajva.html,,13.3inch WUXGA WUXGA (1920x1200),16Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo ThinkPad X13 GEN 3
LENOVO,Lenovo ThinkPad E14 GEN 4,Ryzen 7 5825U,1.64 kg,18.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-e14-gen-4-21eb0063vn-ryzen-7-5825u-8gb-512gb-ssd-intel-iris-xe-graphics-14-0inch-full-hd-windows-11-home-black-aluminium-2-year.html,,14.0inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,AMD Radeon Graphics,phucanh,Lenovo ThinkPad E14 GEN 4
LENOVO,Lenovo ThinkPad P16s G1,i7 1260P,1.8 kg,37.490.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-p16s-g1-21bt005tva-core-i7-1260p-24gb-512gb-ssd-nvidia-quadro-t550-4gb-gddr6-16-0inch-wuxga-noos-black-aluminium-3-year.html,,16.0inch WUXGA WUXGA (1920x1200),24Gb (8GB onboard + 1 khe rời) DDR4,512GB SSD,Nvidia Quadro T550 4GB GDDR6,phucanh,Lenovo ThinkPad P16s G1
LENOVO,Lenovo ThinkPad E14 GEN 4,i5 1235U,1.64 kg,17.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-e14-gen-4-21e300dqva.html,,14.0inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,256GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo ThinkPad E14 GEN 4
LENOVO,Lenovo ThinkPad P14s G3,i7 1260P,1.38 kg,36.490.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-p14s-g3-21ak006vva-core-i7-1260p-16gb-512gb-ssd-nvidia-quadro-t550-4gb-gddr6-14-0inch-2-2k-noos-black-aluminium-3-year.html,,14.0inch 2.2K 2.2K (2240x1400),16Gb (Onboard) DDR4,512GB SSD,Nvidia Quadro T550 4GB GDDR6,phucanh,Lenovo ThinkPad P14s G3
ASUS,Asus Vivobook Go 14,Ryzen 5 7520U,1.4 kg,13.590.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-go-14-e1404fa-nk177w.html,,14.0inch Full HD Full HD (1920x1080),16Gb (Onboard) DDR5,512GB SSD,AMD Radeon Graphics,phucanh,Asus Vivobook Go 14
LENOVO,Lenovo ThinkPad E14 GEN 4,i5 1235U,1.64 kg,19.290.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-lenovo-thinkpad-e14-gen-4-21e300dpva.html,,14.0inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo ThinkPad E14 GEN 4
ACER,Acer Gaming Nitro Tiger AN515 58 769J,i7 12700H,2.5 kg,25.490.000 ₫,https://www.phucanh.vn/laptop-acer-gaming-nitro-tiger-an515-58-769j-nh-qfhsv-003-core-i7-12700h-8gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-gddr6-15-6inch-full-hd-windows-11-home-black.html,,15.6inch Full HD Full HD (1920x1080),8Gb DDR4,512GB SSD,Nvidia GeForce RTX 3050 4Gb GDDR6,phucanh,ACER Nitro AN515-58-769J
LENOVO,Lenovo Thinkbook 13S G4 IAP,i7 1260P,1.23 kg,25.490.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-lenovo-thinkbook-13s-g4-iap-21ar005pvn.html,,13.3inch WQXGA WQXGA (2560x1600),16Gb (Onboard) DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo Thinkbook 13S G4 IAP
HP,HP Pavilion 15-eg2059TU,i5 1240P,1.85 kg,15.590.000 ₫,https://www.phucanh.vn/laptop-hp-pavilion-15-eg2059tu-6k789pa.html,,15.6inch Full HD Full HD (1920x1080),8Gb (2x4Gb) DDR4,256GB SSD,Intel Iris Xe Graphics,phucanh,HP Pavilion 15-eg2059TU
LENOVO,Lenovo ThinkBook 13S G4 IAP,i5 1240P,1.26 kg,18.990.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-lenovo-thinkbook-13s-g4-iap-21ar005tvn.html,,13.3inch WQXGA WQXGA (2560x1600),8Gb (Onboard) DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo ThinkBook 13S G4 IAP
ASUS,Asus Zenbook,i5 1240P,1.1 kg,21.990.000 ₫,https://www.phucanh.vn/laptop-asus-zenbook-ux3402za-km218w.html,,14.0inch WQXGA WQXGA (2560x1600),8Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Asus Zenbook
LENOVO,Lenovo ThinkPad E15 GEN 4,i5 1235U,1.64 kg,17.990.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-lenovo-thinkpad-e15-gen-4-21e600cgva.html,,15.6inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,256GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo ThinkPad E15 Gen 4
ASUS,Asus Zenbook,i5 1240P,1.1 kg,23.690.000 ₫,https://www.phucanh.vn/laptop-asus-zenbook-ux3402za-km219w.html,,14.0inch 2.8K 2.8K (2880x1800),16Gb DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,Asus Zenbook
HP,HP Envy X360 13-bf0095TU,i5 1230U,1.32 kg,26.990.000 ₫,https://www.phucanh.vn/laptop-hp-envy-x360-13-bf0095tu-76b15pa.html,,Khoảng 13 inch 2.8K (2880x1800),16Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,HP Envy X360 13-bf0095TU
ASUS,Asus TUF Gaming,i7 12700H,2.2 kg,25.490.000 ₫,https://www.phucanh.vn/laptop-asus-tuf-gaming-fx507ze-hn093w.html,,15.6inch Full HD Full HD (1920x1080),8Gb DDR5,512GB SSD,Nvidia GeForce RTX 3050Ti 4Gb GDDR6,phucanh,Asus TUF Gaming
HP,HP Pavilion 15-eg2036TX,i5 1235U,1.85 kg,17.590.000 ₫,https://www.phucanh.vn/laptop-hp-pavilion-15-eg2036tx-6k782pa.html,,15.6inch Full HD Full HD (1920x1080),8Gb (2x4Gb) DDR4,512GB SSD,Nvidia GeForce MX550 2GB GDDR6,phucanh,HP Pavilion 15-eg2036TX
DELL,Dell Vostro 3530,i3 1305U,1.66 kg,14.790.000 ₫,https://www.phucanh.vn/laptop-dell-vostro-3530-v5i3001w1-core-i3-1305u-8gb-256gb-ssd-intel-uhd-graphics-15-6inch-full-hd-windows-11-home-office-student-grey-vo-nhua-1-year.html,,15.6inch Full HD Full HD (1920x1080),8Gb DDR4,256GB SSD,Intel UHD Graphics,phucanh,Dell Vostro 3530
LENOVO,Lenovo Yoga Slim 7 Pro 14IHU5 O,i7 11370H,1.4 kg,26.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-yoga-slim-7-pro-14ihu5-o-82nh008tvn.html,,14.0inch Full HD Full HD (1920x1080),16Gb (Onboard) DDR4,1TB SSD,Nvidia GeForce MX450 2GB GDDR6,phucanh,Lenovo Yoga Slim 7 Pro 14IHU5 O
LENOVO,Lenovo Yoga Slim 7 Carbon 14ACN6,Ryzen 7 5800U,1.1 kg,24.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-yoga-slim-7-carbon-14acn6-82l0005bvn.html,,Khoảng 14 inch 2.8K (2880x1800),16Gb (Onboard) DDR4,1TB SSD,Nvidia GeForce MX450 2GB GDDR6,phucanh,Lenovo Yoga Slim 7 Carbon 14ACN6-82L0005BVN
DELL,Dell XPS 13 9320,i7 1260P,1.2 kg,56.490.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-dell-xps-13-9320-5cg56.html,,Khoảng 13 inch 3K,16Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Dell XPS 13 9320
DELL,Dell Inspiron 5430,i7 1355U,1.69 kg,26.490.000 ₫,https://www.phucanh.vn/laptop-dell-inspiron-5430-20dy3-core-i7-1355u-16gb-512gb-ssd-intel-iris-xe-graphics-14-0inch-full-hd-windows-11-home-office-student-silver-vo-nhom-1-year.html,,14.0inch Full HD+ WUXGA (1920x1200),16Gb (Onboard) DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,Dell Inspiron 5430
ASUS,Asus Vivobook,i5 12500H,1.8 kg,16.590.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-15x-oled-a1503za-l1421w.html,,15.6inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,Asus Vivobook
DELL,Dell Vostro 5320,i5 1240P,1.55 kg,20.990.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-dell-vostro-5320-m32dh1.html,,Khoảng 13 inch WUXGA (1920x1200),8Gb (Onboard) DDR5,256GB SSD,Intel Iris Xe Graphics,phucanh,Dell Vostro 5320
DELL,Dell Vostro 3530,i7 1355U,1.66 kg,25.490.000 ₫,https://www.phucanh.vn/laptop-dell-vostro-3530-80gg91-core-i7-1355u-16gb-512gb-ssd-nvidia-geforce-mx550-2gb-gddr6-15-6inch-full-hd-windows-11-home-office-student-grey-vo-nhua-1-year.html,,15.6inch Full HD Full HD (1920x1080),16Gb DDR4,512GB SSD,Nvidia GeForce MX550 2GB GDDR6,phucanh,Dell Vostro 3530
LG,LG Gram,i5 1240P,1.19 kg,27.990.000 ₫,https://www.phucanh.vn/laptop-lg-gram-16z90q-g.ah54a5.html,,Khoảng 16 inch WQXGA (2560x1600),16Gb DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,LG Gram
DELL,Dell Latitude 3420,i3 1115G4,1.52 kg,11.990.000 ₫,https://www.phucanh.vn/laptop-dell-latitude-3420-3420i3ssdfb.html,,14.0inch Full HD Full HD (1920x1080),8Gb DDR4,256GB SSD,Intel UHD Graphics,phucanh,DELL LATITUDE 3420
DELL,Dell Vostro 3530,i5 1335U,1.66 kg,18.790.000 ₫,https://www.phucanh.vn/laptop-dell-vostro-3530-80gg9-core-i5-1335u-8gb-512gb-ssd-intel-uhd-graphics-15-6inch-full-hd-windows-11-home-office-student-grey-vo-nhua-1-year.html,,15.6inch Full HD Full HD (1920x1080),8Gb DDR4,512GB SSD,Intel UHD Graphics,phucanh,Dell Vostro 3530
ASUS,Asus Vivobook,i3 1220P,1.8 kg,12.690.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-15x-oled-a1503za-l1151w.html,,15.6inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,256GB SSD,Intel Iris Xe Graphics,phucanh,Asus Vivobook
