Brand,Name,CPU,Weight,Price,OldPrice,Link,ImageLink,Display,RAM,Storage,Graphics Card,Size,OS,Manufacturing Year,Source,Matching Group
 Asus,ASUS GAMING ROG ZEPHYRUS G16 GU603VU I7 13620H,i7 13620H,2 kg,41.790.000₫ *,,https://www.thegioididong.com/laptop/asus-gaming-rog-zephyrus-g16-gu603vu-i7-n3898w,https://cdn.tgdd.vn/Products/Images/44/305740/Slider/vi-vn-asus-gaming-rog-zephyrus-g16-gu603vu-i7-n3898w-slider-1.jpg,"16"" WUXGA (1920 x 1200) 165Hz ",16 GB DDR4 2 khe (1 khe 16 GB onboard + 1 khe rời) 3200 MHz ,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB) 512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB) ",Card rời RTX 4050 6GB ,Dài 355 mm - Rộng 243 mm - Dày 20.5 ~ 22.9 mm -,Windows 11 Home SL ,2023,tgdd,Asus Gaming ROG Zephyrus GU603VU-N3898W
 Asus,ASUS GAMING ROG STRIX G16 G614JU I7 13650HX,i7 13650HX,2.5 kg,40.790.000₫ *,,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-g16-g614ju-i7-n3777w,https://cdn.tgdd.vn/Products/Images/44/305664/Slider/asus-gaming-rog-strix-g16-g614ju-i7-13650hx-16gb-512gb-6gb-rtx4050-165hz-win11-n3777w638230484117971999.jpg,"16"" WUXGA (1920 x 1200) 165Hz ",16 GB DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB) 4800 MHz ,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB) 512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB) ",Card rời RTX 4050 6GB ,Dài 354 mm - Rộng 264 mm - Dày 22.6 ~ 30.4 mm -,Windows 11 Home SL ,2023,tgdd,ASUS GAMING ROG STRIX G16 G614JU I7 13650HX
 Asus,ASUS TUF GAMING F15 FX507VV4 I9 13900H,i9 13900H,2.2 kg,39.990.000₫ *,,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507vv4-i9-lp382w,https://cdn.tgdd.vn/Products/Images/44/305662/Slider/vi-vn-asus-tuf-gaming-f15-fx507vv4-i9-lp382w-slider-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB) 512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB) ",Card rời RTX 4060 8GB ,Dài 354 mm - Rộng 251 mm - Dày 22.4 ~ 24.9 mm -,Windows 11 Home SL ,2023,tgdd,ASUS TUF GAMING F15 FX507VV4 I9 13900H
 Dell,DELL GAMING G15 5530 I7 13650HX,i7 13650HX,2.81 kg,39.990.000₫,,https://www.thegioididong.com/laptop/dell-gaming-g15-5530-i7-i7h165w11gr4050,https://cdn.tgdd.vn/Products/Images/44/309302/dell-gaming-g15-5530-i7-i7h165w11gr4050-1.jpg,"15.6"" Full HD (1920 x 1080) 165Hz ",16 GB DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB) 4800 MHz ,512 GB SSD NVMe PCIe Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng ,Card rời RTX 4050 6GB ,Dài 357.26 mm - Rộng 274.52 mm - Dày 21.28 ~ 26.15 mm -,Windows 11 Home SL  ,2023,tgdd,DELL GAMING G15 5530 I7 13650HX
 MacBook,APPLE MACBOOK AIR 13 INCH M2 2022 8-CORE CPU,Apple M2 100GB/s ,1.24 kg,46.990.000₫,,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb,https://cdn.tgdd.vn/Products/Images/44/289441/Slider/vi-vn-apple-macbook-air-m2-2022-16gb-thumbvideo.jpg,"13.6"" Liquid Retina (2560 x 1664) ",16 GB ,512 GB SSD ,Card tích hợp 10 nhân GPU ,Dài 304.1 mm - Rộng 215 mm - Dày 11.3 mm -,Mac OS ,6/2022 ,tgdd,MacBook Air 13 inch M2 2022 8CPU 8GPU 16GB
 LG,LG GRAM 2023 I7 1360P,i7 1360P,0.999 kg,38.990.000₫,,https://www.thegioididong.com/laptop/lg-gram-2023-i7-14z90rgah75a5,https://cdn.tgdd.vn/Products/Images/44/306794/lg-gram-2023-i7-14z90rgah75a5-1.jpg,"14"" WUXGA (1920 x 1200) ",16 GB LPDDR5 (Onboard) 6000 MHz ,512 GB SSD NVMe PCIe Gen 4.0 Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng ,Card tích hợp Intel Iris Xe ,Dài 312 mm - Rộng 213.9 mm - Dày 16.8 mm -,Windows 11 Home SL ,2023,tgdd,LG GRAM 2023 I7 1360P
 LG,LG GRAM STYLE 2023 I5 1340P,i7 1360P,0.999 kg,38.990.000₫,,https://www.thegioididong.com/laptop/lg-gram-style-2023-i5-14z90rsgah54a5,https://cdn.tgdd.vn/Products/Images/44/306797/Slider/vi-vn-lg-gram-style-2023-i5-14z90rsgah54a5.jpg-slider-1.jpg,"14"" WUXGA (1920 x 1200) ",16 GB LPDDR5 (Onboard) 6000 MHz ,512 GB SSD NVMe PCIe Gen 4.0 Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng ,Card tích hợp Intel Iris Xe ,Dài 311.6 mm - Rộng 213.9 mm - Dày 15.9 mm -,Windows 11 Home SL ,2023,tgdd,LG GRAM STYLE 2023 I5 1340P
 Asus,ASUS VIVOBOOK PRO 15 OLED K6502VU I9 13900H,i9 13900H,1.8 kg,38.990.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-pro-15-oled-k6502vu-i9-ma090w,https://cdn.tgdd.vn/Products/Images/44/309297/asus-vivobook-pro-15-oled-k6502vu-i9-ma090w-glr-1.jpg,"15.6"" 2.8K (2880 x 1620) - OLED 120Hz ",16 GB DDR5 2 khe (1 khe 8 GB onboard + 1 khe 8 GB) 4800 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card rời RTX 4050 6GB ,Dài 356.3 mm - Rộng 235.3 mm - Dày 20 mm -,Windows 11 Home SL ,2023,tgdd,ASUS VIVOBOOK PRO 15 OLED K6502VU I9 13900H
 MacBook,APPLE MACBOOK PRO 13 INCH M2 2022 8-CORE CPU,Apple M2 100GB/s ,1.4 kg,45.990.000₫,,https://www.thegioididong.com/laptop/apple-macbook-pro-m2-2022-16gb,https://cdn.tgdd.vn/Products/Images/44/283464/Slider/vi-vn-apple-macbook-pro-m2-2022-16gb-thumbvideo.jpg,"13.3"" Retina (2560 x 1600) ",16 GB ,512 GB SSD ,Card tích hợp 10 nhân GPU ,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm -,Mac OS ,6/2022 ,tgdd,MacBook Pro 13 inch M2 2022 8CPU 10GPU 16GB
 Asus,ASUS ZENBOOK S 13 OLED UX5304VA I7 1355U,i7 1355U,1 kg,37.990.000₫ *,,https://www.thegioididong.com/laptop/asus-zenbook-s-13-oled-ux5304va-i7-nq125w,https://cdn.tgdd.vn/Products/Images/44/308000/asus-zenbook-s-13-oled-ux5304va-i7-nq125w-1.jpg,"13.3"" 2.8K (2880 x 1800) - OLED 16:10 ",16 GB LPDDR5 (Onboard) 5500 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card tích hợp Intel Iris Xe ,Dài 296.2 mm - Rộng 216.3 mm - Dày 10.9 ~ 11.8 mm -,Windows 11 Home SL ,2023,tgdd,Asus Zenbook UX5304VA-NQ125W
 Asus,ASUS GAMING ROG STRIX G16 G614JU I5 13450HX,i5 13450HX,2.5 kg,36.990.000₫ *,,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-g16-g614ju-i5-n3135w,https://cdn.tgdd.vn/Products/Images/44/305666/asus-gaming-rog-strix-g16-g614ju-i5-n3135w-1.jpg,"16"" WUXGA (1920 x 1200) 165Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 4800 MHz ,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB) 512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB) ",Card rời RTX 4050 6GB ,Dài 354 mm - Rộng 264 mm - Dày 22.6 ~ 30.4 mm -,Windows 11 Home SL ,2023,tgdd,ASUS GAMING ROG STRIX G16 G614JU I5 13450HX
 Asus,ASUS VIVOBOOK PRO 15 OLED K6502VU I5 13500H,i5 13500H,1.8 kg,35.490.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-pro-15-oled-k6502vu-i5-ma089w,https://cdn.tgdd.vn/Products/Images/44/309296/asus-vivobook-pro-15-oled-k6502vu-i5-ma089w-glr-1.jpg,"15.6"" 2.8K (2880 x 1620) - OLED 120Hz ",16 GB DDR5 2 khe (1 khe 8 GB onboard + 1 khe 8 GB) 4800 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card rời RTX 4050 6GB ,Dài 356.3 mm - Rộng 235.3 mm - Dày 20 mm -,Windows 11 Home SL ,2023,tgdd,ASUS VIVOBOOK PRO 15 OLED K6502VU I5 13500H
 MacBook,APPLE MACBOOK PRO 13 INCH M1 2020 8-CORE CPU,Apple M1 ,1.4 kg,42.690.000₫,,https://www.thegioididong.com/laptop/apple-macbook-pro-2020-z11c,https://cdn.tgdd.vn/Products/Images/44/231255/space-1-org.jpg,"13.3"" Retina (2560 x 1600) ",16 GB ,512 GB SSD ,Card tích hợp 8 nhân GPU ,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm -,Mac OS ,2020,tgdd,MacBook Pro 13 inch M1 2020 8CPU 8GPU 8GB
 Lenovo,LENOVO YOGA DUET 7 13ITL6 I7 1165G7,i7 1165G7,1.168 kg,32.490.000₫ *,,https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13itl6-i7-82ma009pvn,https://cdn.tgdd.vn/Products/Images/44/302520/Slider/vi-vn-lenovo-yoga-duet-7-13itl6-i7-82ma009pvn--(5).jpg,"13"" WQHD (2160x1350) ",16 GB DDR4 (Onboard) 3200 MHz ,1 TB SSD ,Card tích hợp Intel Iris Xe ,Dài 297.4 mm - Rộng 207.4 mm - Dày 9.19 mm -,Windows 11 Home SL ,2022,tgdd,LENOVO YOGA DUET 7 13ITL6 I7 1165G7
 LG,LG GRAM 2023 I5 1340P,i5 1340P,0.999 kg,,,https://www.thegioididong.com/laptop/lg-gram-2023-i5-14z90rgah53a5,https://cdn.tgdd.vn/Products/Images/44/306792/lg-gram-2023-i5-14z90rgah53a5-1.jpg,"14"" WUXGA (1920 x 1200) ",16 GB LPDDR5 (Onboard) 6000 MHz ,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng 256 GB SSD NVMe PCIe Gen 4 ,Card tích hợp Intel Iris Xe ,Dài 312 mm - Rộng 213.9 mm - Dày 16.8 mm -,Windows 11 Home SL ,2023,tgdd,LG GRAM 2023 I5 1340P
 Asus,ASUS TUF GAMING F15 FX507ZM I7 12700H,i7 12700H 2.30 GHz ,2.2 kg,31.990.000₫ *,,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx507z-i7-hn123w,https://cdn.tgdd.vn/Products/Images/44/293982/Slider/vi-vn-asus-tuf-gaming-fx507z-i7-hn123w-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",16 GB DDR5 2 khe (1 khe 16 GB + 1 khe rời) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card rời RTX 3060 6GB ,Dài 354 mm - Rộng 251 mm - Dày 24.9 mm -,Windows 11 Home SL ,2022,tgdd,Asus TUF Gaming FX507ZM-HN123W
 Asus,ASUS GAMING TUF DASH F15 FX517ZR I7 12650H,i7 12650H 2.30 GHz ,2 kg,31.990.000₫ *,,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517z-i7-hn086w,https://cdn.tgdd.vn/Products/Images/44/299061/Slider/vi-vn-asus-tuf-gaming-fx517z-i7-hn086w-a-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ",Card rời RTX 3070 8GB ,Dài 354 mm - Rộng 251 mm - Dày 20.7 mm -,Windows 11 Home SL ,2022,tgdd,ASUS GAMING TUF DASH F15 FX517ZR I7 12650H
 Asus,ASUS GAMING ROG STRIX G15 G513RM,Ryzen 7 6800H,2.3 kg,31.990.000₫ *,,https://www.thegioididong.com/laptop/asus-rog-strix-gaming-g513rm-r7-hq055w,https://cdn.tgdd.vn/Products/Images/44/299263/asus-rog-strix-gaming-g513rm-r7-hq055w-1.jpg,"15.6"" WQHD (2560 x 1440) 165Hz ",16 GB DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ",Card rời RTX 3060 6GB ,Dài 354 mm - Rộng 259 mm - Dày 27.2 mm -,Windows 11 Home SL ,2022,tgdd,ASUS GAMING ROG STRIX G15 G513RM
 Asus,ASUS TUF GAMING F15 FX507ZU4 I7 12700H,i7 12700H 2.30 GHz ,2.2 kg,31.990.000₫ *,,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zu4-i7-lp520w,https://cdn.tgdd.vn/Products/Images/44/304183/Slider/vi-vn-asus-tuf-gaming-f15-fx507zu4-i7-lp520w--(3).jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB) ",Card rời RTX 4050 6GB ,Dài 354 mm - Rộng 251 mm - Dày 22.4 ~ 24.9 mm -,Windows 11 Home SL ,2023,tgdd,ASUS TUF GAMING F15 FX507ZU4 I7 12700H
 Asus,ASUS ZENBOOK 14 OLED UX3402VA I7 1360P,i7 1360P,1.39 kg,31.990.000₫,,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402va-i7-km068w,https://cdn.tgdd.vn/Products/Images/44/309410/asus-zenbook-14-oled-ux3402va-i7-km068w-1.jpg,"14"" 2.8K (2880 x 1800) - OLED 16:10 90Hz ",16 GB LPDDR5 (Onboard) 4800 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card tích hợp Intel Iris Xe ,Dài 313.6 mm - Rộng 220.6 mm - Dày 16.9 mm -,Windows 11 Home SL ,2023,tgdd,ASUS ZENBOOK 14 OLED UX3402VA I7 1360P
 MSI,MSI GAMING KATANA 15 B13VEK I7 13620H,i7 13620H,2.25 kg,30.990.000₫ *,,https://www.thegioididong.com/laptop/msi-gaming-katana-15-b13vek-i7-252vn,https://cdn.tgdd.vn/Products/Images/44/306139/msi-gaming-katana-15-b13vek-i7-252vn-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 5200 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card rời RTX 4050 6GB ,Dài 359 mm - Rộng 259 mm - Dày 24.9 mm -,Windows 11 Home SL ,2022,tgdd,MSI Gaming Katana 15 B13VFK-676VN
 Lenovo,LENOVO YOGA SLIM 7 CARBON 13ITL5 I7 1165G7,i7 1165G7,0.966 kg,29.740.000₫ *,,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i7-82ev00awvn,https://cdn.tgdd.vn/Products/Images/44/288373/Slider/vi-vn-lenovo-yoga-slim-7-carbon-13itl5-i7-82ev00awvn-1.jpg,"13.3"" WQXGA (2560 x 1600) ",16 GB LPDDR4X (Onboard) 4266 MHz ,1 TB SSD M.2 PCIe ,Card tích hợp Intel Iris Xe ,Dài 295.88 mm - Rộng 208.85 mm - Dày 15 mm -,Windows 11 Home SL ,2022,tgdd,LENOVO YOGA SLIM 7 CARBON 13ITL5 I7 1165G7
 HP,HP ENVY X360 13 BF0112TU I5 1230U,i5 1230U 1.00 GHz ,1.34 kg,29.590.000₫,,https://www.thegioididong.com/laptop/hp-envy-x360-13-bf0112tu-i5-7c0n9pa,https://img.youtube.com/vi/PrNTNXNUR8E/maxresdefault.jpg,"13.3"" 2.8K (2880 x 1800) - OLED ",16 GB LPDDR4X (Onboard) 4266 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 298.3 mm - Rộng 214.9 mm - Dày 16.1 mm -,Windows 11 Home SL ,2022,tgdd,HP Envy x360 13-bf0096TU
 MSI,MSI GAMING CYBORG 15 A12VF I7 12650H,i7 12650H 2.30 GHz ,1.98 kg,29.490.000₫,,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-a12vf-i7-267vn,https://cdn.tgdd.vn/Products/Images/44/306138/msi-gaming-cyborg-15-a12vf-i7-267vn-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 4800 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card rời RTX 4060 8GB ,Dài 359.36 mm - Rộng 250.34 mm - Dày 22.9 mm -,Windows 11 Home SL ,2023,tgdd,MSI Gaming Cyborg 15 A12VF-267VN
 Asus,ASUS VIVOBOOK PRO 15 OLED K6502Z I7 12650H,i7 12650H 2.30 GHz ,1.8 kg,28.990.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-pro-15-oled-k6502z-i7-ma036w,https://cdn.tgdd.vn/Products/Images/44/293966/Slider/vi-vn-asus-vivobook-pro-15-oled-k6502z-i7-ma036w-thumbvideo.jpg,"15.6"" 2.8K (2880 x 1620) - OLED 120Hz ",16 GB DDR4 2 khe (1 khe 16 GB onboard + 1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe ,Card rời RTX 3050 4GB ,Dài 356.3 mm - Rộng 235.3 mm - Dày 19.9 mm -,Windows 11 Home SL ,2022,tgdd,ASUS VIVOBOOK PRO 15 OLED K6502Z I7 12650H
 MSI,MSI SUMMIT E14 FLIP EVO A12MT I7 1280P,i7 1280P,1.6 kg,28.990.000₫ *,,https://www.thegioididong.com/laptop/msi-summit-e14-flip-evo-a12mt-i7-210vn,https://cdn.tgdd.vn/Products/Images/44/304540/Slider/vi-vn-msi-summit-e14-flip-evo-a12mt-i7-210vn--(3).jpg,"14"" 2.8K (2880 x 1800) ",16 GB LPDDR5 (Onboard) 4800 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card tích hợp Intel Iris Xe ,Dài 314 mm - Rộng 227.5 mm - Dày 17.9 mm -,Windows 11 Home SL ,2022,tgdd,MSI Summit E14 Flip Evo A12MT-210VN
 Asus,ASUS ZENBOOK 14 FLIP OLED UP3404VA I5 1340P,i5 1340P,1.5 kg,27.990.000₫ *,,https://www.thegioididong.com/laptop/asus-zenbook-14-flip-oled-up3404va-i5-kn038w,https://cdn.tgdd.vn/Products/Images/44/306070/Slider/vi-vn-asus-zenbook-14-flip-oled-up3404va-i5-kn038w--(2).jpg,"14"" 2.8K (2880 x 1800) - OLED 90Hz ",16 GB LPDDR5 (Onboard) 4800 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card tích hợp Intel Iris Xe ,Dài 311.5 mm - Rộng 223.4 mm - Dày 15.9 mm -,Windows 11 Home SL ,2023,tgdd,Asus Zenbook Flip UP3404VA-KN038W
 Acer,ACER NITRO 5 TIGER AN515 58 773Y I7 12700H,i7 12700H 2.30 GHz ,2.5 kg,27.490.000₫ *,,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001,https://cdn.tgdd.vn/Products/Images/44/283458/Slider/vi-vn-acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB) ",Card rời RTX 3050Ti 4GB ,Dài 360.4 mm - Rộng 271.09 mm - Dày 25.9 mm -,Windows 11 Home SL ,2022,tgdd,ACER NITRO 5 TIGER AN515 58 773Y I7 12700H
 Lenovo,LENOVO YOGA SLIM 7 PRO 14IAH7 I7 12700H,i7 12700H 2.30 GHz ,1.4 kg,27.490.000₫ *,,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-pro-14iah7-i7-82ut006cvn,https://cdn.tgdd.vn/Products/Images/44/302228/Slider/vi-vn-lenovo-yoga-slim-7-pro-14iah7-i7-82ut006cvn--(3).jpg,"14"" 2.8K (2880 x 1800) - OLED 90Hz ",16 GB LPDDR5 (Onboard) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)) ",Card tích hợp Intel Iris Xe ,Dài 312.4 mm - Rộng 221.4 mm - Dày 14.9 mm -,Windows 11 Home SL ,2022,tgdd,LENOVO YOGA SLIM 7 PRO 14IAH7 I7 12700H
 MSI,MSI GAMING CYBORG 15 A12VE I7 12650H,i7 12650H 2.30 GHz ,1.98 kg,26.990.000₫,,https://www.thegioididong.com/laptop/msi-cyborg-15-a12ve-i7-240vn,https://cdn.tgdd.vn/Products/Images/44/304843/Slider/vi-vn-msi-cyborg-15-a12ve-i7-240vn--(2).jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 4800 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card rời RTX 4050 6GB ,Dài 359.36 mm - Rộng 250.34 mm - Dày 21.95 ~ 22.9 mm -,Windows 11 Home SL ,2022,tgdd,MSI Gaming Cyborg 15 A12VE-240VN
 Asus,ASUS ZENBOOK 14 OLED UX3402ZA I7 1260P,i7 1260P,1.39 kg,26.690.000₫ *,,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402za-i7-km221w,https://cdn.tgdd.vn/Products/Images/44/285771/Slider/vi-vn-asus-zenbook-14-oled-ux3402za-i7-km221w-thumbvideo.jpg,"14"" 2.8K (2880 x 1800) - OLED 16:10 90Hz ",16 GB LPDDR5 (Onboard) 4800 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 313.6 mm - Rộng 220.6 mm - Dày 16.9 mm -,Windows 11 Home SL ,2022,tgdd,ASUS ZENBOOK 14 OLED UX3402ZA I7 1260P
 Lenovo,LENOVO YOGA 7 14IAL7 I5 1240P,i5 1240P,1.42 kg,26.340.000₫ *,,https://www.thegioididong.com/laptop/lenovo-yoga-7-14ial7-i5-82qe000rvn,https://cdn.tgdd.vn/Products/Images/44/288305/Slider/vi-vn-lenovo-yoga-7-14ial7-i5-82qe000rvn-1.jpg,"14"" 2.8K (2880 x 1800) - OLED 90Hz ",16 GB LPDDR5 (Onboard) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,Dài 316.66 mm - Rộng 220.25 mm - Dày 17.35 mm -,Windows 11 Home SL ,2022,tgdd,LENOVO YOGA 7 14IAL7 I5 1240P
 Dell,DELL INSPIRON 5430 I5 1340P,i5 1340P,1.78 kg,25.990.000₫,,https://www.thegioididong.com/laptop/dell-inspiron-5430-i5-i5p165w11sld2,https://cdn.tgdd.vn/Products/Images/44/306603/dell-inspiron-5430-i5-i5p165w11sld2-1-1.jpg,"14"" Full HD+ (1920 x 1200) ",16 GB LPDDR5 (Onboard) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230)) ",Card rời MX550 2GB ,Dài 314 mm - Rộng 226.6 mm - Dày 16.49 ~ 18.52 -,Windows 11 Home SL  ,2023,tgdd,DELL INSPIRON 5430 I5 1340P
 HP,HP ENVY X360 13 BF0095TU I5 1230U,i5 1230U 1.00 GHz ,1.34 kg,25.590.000₫ *,,https://www.thegioididong.com/laptop/hp-envy-x360-13-bf0095tu-i5-76b15pa,https://cdn.tgdd.vn/Products/Images/44/292595/Slider/vi-vn-hp-envy-x360-13-bf0095tu-i5-76b15pa-thumbvideo.jpg,"13.3"" 2.8K (2880 x 1800) - OLED ",16 GB LPDDR4X (Onboard) 4266 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 298.3 mm - Rộng 214.9 mm - Dày 16.1 mm -,Windows 11 Home SL ,2022,tgdd,HP ENVY X360 13 BF0095TU I5 1230U
 Asus,ASUS TUF GAMING F15 FX507ZC I7 12700H,i7 12700H 2.30 GHz ,2.2 kg,25.490.000₫ *,,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx507zc-i7-hn124w,https://cdn.tgdd.vn/Products/Images/44/275229/Slider/vi-vn-asus-tuf-gaming-fx507zc-i7-hn124w-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ",Card rời RTX 3050 4GB ,Dài 354 mm - Rộng 251 mm - Dày 24.9 mm -,Windows 11 Home SL ,2022,tgdd,ASUS TUF GAMING F15 FX507ZC I7 12700H
 Asus,ASUS TUF GAMING F15 FX507ZE I7 12700H,i7 12700H 2.30 GHz ,2.2 kg,25.490.000₫ *,,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx507z-i7-hn093w,https://cdn.tgdd.vn/Products/Images/44/296978/Slider/asus-tuf-gaming-fx507z-i7-hn093w-slider-fix-1-1020x570.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card rời RTX 3050Ti 4GB ,Dài 354 mm - Rộng 251 mm - Dày 24.9 mm -,Windows 11 Home SL ,2022,tgdd,ASUS TUF GAMING F15 FX507ZE I7 12700H
 Asus,ASUS ZENBOOK 14 OLED UX3402VA I5 1340P,i5 1340P,1.39 kg,25.490.000₫ *,,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402va-i5-km085w,https://cdn.tgdd.vn/Products/Images/44/304260/Slider/vi-vn-asus-zenbook-14-oled-ux3402va-i5-km085w--(3).jpg,"14"" 2.8K (2880 x 1800) - OLED 90Hz ",16 GB LPDDR5 (Onboard) 4800 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card tích hợp Intel Iris Xe ,Dài 313.6 mm - Rộng 220.6 mm - Dày 16.9 mm -,Windows 11 Home SL ,2023,tgdd,Asus Zenbook UX3402VA-KM203W
