Brand,Name,CPU,Weight,Price,OldPrice,Link,ImageLink,Display,RAM,Storage,Graphics Card,Size,OS,Manufacturing Year,Source,Matching Group
ASUS,Asus Vivobook Pro M6500QC-MA002W," Ryzen 5, 5600H",1.8 kg,22.990.000₫,27.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-pro-m6500qc-ma002w-r5-5600h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/16/637962427808380328_asus-vivobook-pro-m6500-bac-1.jpg,"15.6 inch Chính:, 2880 x 1620 Pixels, OLED, 120 Hz, 600 nits, OLED Chính:","16 GB (1 thanh 16 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, AMD Radeon Graphics",359.8 x 234.3 x 18.9 mm,Windows 11 Home,08/2022,fptshop,Asus Vivobook Pro M6500QC-MA002W
HP,HP Envy x360 13-bf0096TU," i5, 1230U",1.34 kg,22.690.000₫,27.690.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-envy-x360-13-bf0096tu-i5-1230u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/17/638122275727553553_hp-envy-x360-13-bf-xanh-1.jpg,"13.3 inch, 2880 x 1800 Pixels, OLED, 60 Hz, OLED","8 GB (2 thanh 4 GB), LPDDR4X, 4266 MHz",SSD 512 GB,None,29.83 x 21.49 x 1.61 cm,Windows 11 Home Single Language,,fptshop,HP Envy x360 13-bf0096TU
HP,HP Pavilion 15 eg2034TX," i7, 1255U",1.733 kg,21.890.000₫,22.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2034tx-i7-1255u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947156435611283_hp-pavilion-15-eg2059tu-i5-1240p-vang-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, IPS FHD","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce MX550 2GB, Intel Iris Xe Graphics",360.2 x 234 x 17.9 mm,Windows 11 Home Single Language,2022,fptshop,HP Pavilion 15 eg2034TX
ACER,Acer Nitro Gaming AN515-57-71VV," i7, 11800H",2.2 kg,21.890.000₫,27.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-gaming-an515-57-71vv-i7-11800h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/7/5/637610884165519217_acer-nitro-gaming-an515-57-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 260 nits, LED Backlit","8 GB, DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, Intel UHD Graphics",363.4 x 255 x 23.9 mm,Windows 11 Home,,fptshop,Acer Nitro Gaming AN515-57-71VV
HP,HP Pavilion 15-eg2089TU," i7, 1260P",1.72 kg,21.490.000₫,23.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2089tu-i7-1260p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/12/7/638060316580159423_hp-pavilion-15-eg-vang-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, IPS FHD","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 512 GB,None,36.02 x 23.4 x 1.79 (W x D x H) cm,Windows 11 Home Single Language,,fptshop,HP Pavilion 15-eg2089TU
ASUS,Asus Zenbook UX3402ZA-KM218W," i5, 1240P",1.39 kg,20.990.000₫,26.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-ux3402za-km218w-i5-1240p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/27/637919255355664010_asus-zenbook-ux3402-xanh-1.jpg,"14.0 inch, 2880 x 1800 Pixels, 90 Hz, 400 nits, OLED","8 GB, DDR5, 4800 MHz",SSD 512 GB,Intel Iris Xe Graphics,313.6 x 220.6 x 16.9 mm,Windows 11 Home,2022,fptshop,Asus Zenbook UX3402ZA-KM218W
LENOVO,Lenovo Ideapad 5 Pro 16ARH7," Ryzen 5, 6600HS",1.95 kg,20.990.000₫,21.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-5-pro-16arh7-r5-6600hs?card-do-hoa=gtx-1650,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961573774887131_lenovo-ideapad-5-pro-16arh7-xam-1.jpg,"16.0 inch, 2560 x 1600 Pixels, IPS, 120 Hz, 350 nits, IPS","16 GB, LPDDR5, 6400 MHz",SSD 512 GB,"NVIDIA GeForce GTX 1650 4GB, AMD Radeon Graphics",356 x 251 x 16.9 mm,Windows 11 Home,2022,fptshop,Lenovo Ideapad 5 Pro 16ARH7
ASUS,Asus TUF Gaming FX517ZC-HN077W," i5, 12450H",2.0 kg,20.790.000₫,28.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx517zc-hn077w-i5-12450h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/22/637835764419854570_asus-tuf-gaming-fx517-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, Anti-glare LED-backlit","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, Intel UHD Graphics",354 x 251 x 19.9 mm,Windows 11 Home,2022,fptshop,Asus TUF Gaming FX517ZC-HN077W
MSI,MSI Modern 15 B13M-297VN," i7, 1355U",1.7 kg,20.290.000₫,21.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-15-b13m-297vn-i7-1355u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/26/638233974319948527_msi-modern-15-b13m-den-1-office.jpg,"15.6 inch Chính:, FHD (1920 x 1080), IPS, 60 Hz, IPS Chính:","16 GB (1 thanh 16 GB), LPDDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,359 x 241 x 19.9 mm,Windows 11 Home,2023,fptshop,MSI Modern 15 B13M-297VN
ASUS,Asus Gaming ROG G513IC-HN729W," Ryzen 7, 4800H",2.1 kg,19.990.000₫,25.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-gaming-rog-g513ic-hn729w-r7-4800h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/26/637655727924518755_asus-rog-gaming-g513-rgb4-xam-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, IPS LCD","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, AMD Radeon Graphics",354 x 259 x 20.6 mm,Windows 11 Home,2022,fptshop,Asus Gaming ROG G513IC-HN729W
GIGABYTE,Gigabyte Gaming A5 K1-AVN1030SB," Ryzen 5, 5600H",2.12 kg,19.990.000₫,21.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-a5-k1-avn1030sb-r5-5600h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/15/638224364103013555_gigabyte-gaming-a5-k1-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Anti - Glare Chính:","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3060 6GB, AMD Radeon RX Graphics Vega 7",361 x 258 x 25.3 mm,Windows 11 Home,2022,fptshop,Gigabyte Gaming A5 K1-AVN1030SB
LENOVO,Lenovo Yoga Slim 7 Pro 14IHU5 O," i5, 11320H",1.38 kg,18.990.000₫,19.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-yoga-slim-7-pro-14ihu5-o-i5-11320h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/9/638219196660798605_lenovo-yoga-slim-7-pro-14ihu5-o-bac-5.jpg,"14.0 inch, 2880 x 1800 Pixels, OLED, 90 Hz, 400 nits, OLED","16 GB, LPDDR4X, 4266 MHz",SSD 512 GB,Intel Iris Xe Graphics,312.4 x 221.4 x 14.9 mm,Windows 11 Home Single Language,2022,fptshop,Lenovo Yoga Slim 7 Pro 14IHU5 O
LENOVO,Lenovo ThinkPad E14 G4," Ryzen 7, 5825U",1.64 kg,18.990.000₫,19.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-e14-g4-r7-5825u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/11/638011026555853473_lenovo-thinkpad-e14-gen-4-den-1.jpg,"1.4 inch, 1920 x 1080 Pixels, IPS, Hãng không công bố, 400 nits, IPS","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,AMD Radeon Graphics,324 x 220.7 x 17.9 mm,Windows 11 Home,2022,fptshop,Lenovo ThinkPad E14 G4
LENOVO,Lenovo ThinkBook 15 G2 ITL," i5, 1135G7",1.7 kg,18.990.000₫,19.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkbook-15-g2-itl-i5-1135g7?he-dieu-hanh=win-11,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/18/637465601997510278_lenovo-thinkbook-15-g2-xam-1.png,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, IPS LCD LED Backlit, True Tone","8 GB, DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce MX450 2GB, Intel Iris Xe Graphics",357 x 235 x 19 mm,Windows 11 Home,2021,fptshop,Lenovo ThinkBook 15 G2 ITL
LENOVO,Lenovo ThinkPad E14 Gen 3," Ryzen 7, 5700U",1.64 kg,18.990.000₫,19.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-e14-gen-3-r7-5700u?he-dieu-hanh=win-11,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/9/637823880044283445_lenovo-thinkpad-e14-gen-3-den-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 300 nits, Anti-glare WLED-backlit","8 GB, DDR4, 3200 MHz",SSD 512 GB,AMD Radeon Graphics,324 x 220.7 x 17.9 mm,Windows 11 Home,2021,fptshop,Lenovo ThinkPad E14 Gen 3
HP,HP Pavilion 15 eg2055TU," i7, 1260P",1.72 kg,18.490.000₫,18.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2055tu-i7-1260p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947156435611283_hp-pavilion-15-eg2059tu-i5-1240p-vang-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, IPS FHD","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,360.2 x 234 x 17.9 mm,Windows 11 Home Single Language,2022,fptshop,HP Pavilion 15 eg2055TU
ASUS,Asus Zenbook UM5401QA-KN053W," Ryzen 5, 5600H",1.4 kg,18.490.000₫,25.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-um5401qa-kn053w-r5-5600h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/1/637817445613103589_asus-zenbook-um5401-den-1.jpg,"14.0 inch Chính:, 2880 x 1800 Pixels Màn hình chính:, IPS, 90 Hz Màn hình chính:, OLED Chính:","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,None,31.12 x 22.11 x 1.59 ~ 1.59 cm,Windows 11 Home,,fptshop,Asus Zenbook UM5401QA-KN053W
MACBOOK,MacBook Air 13 inch M1 2020 8CPU 7GPU 8GB,"Apple, M1",304.1 x 212.4 x 4.1 ~ 16.1 mm,18.390.000₫,22.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-13-2020-m1-256gb,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/11/12/637407982638531818_mba-2020-gray-1.png,"13.3 inch, 2560 x 1600 Pixels, IPS, IPS LCD LED Backlit, True Tone","8 GB, LPDDR4",SSD 256 GB,Apple M1 GPU 7 nhân,Trung Quốc,1.29 kg,,fptshop,MacBook Air 13 inch M1 2020 8CPU 7GPU 8GB
HP,HP Pavilion 15 eg2036TX," i5, 1235U",1.733 kg,18.090.000₫,18.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2036tx-i5-1235u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947006435405914_hp-pavilion-15-eg-bac-2022-win11-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, IPS FHD","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,360.2 x 234 x 17.9 mm,Windows 11 Home Single Language,2022,fptshop,HP Pavilion 15 eg2036TX
ASUS,Asus Vivobook Pro M3401QA-KM025W," Ryzen 7, 5800H",1.4 kg,17.990.000₫,18.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-pro-m3401qa-km025w-r7-5800h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/12/30/637764585584576434_asus-vivobook-pro-m3401qa-bac-1.jpg,"14.0 inch, 2880 x 1800 Pixels, OLED, 90 Hz, 600 nits, OLED","8 GB, DDR4, 3200 MHz",SSD 512 GB,AMD Radeon Graphics,19.5 x 319 x 228 mm,Windows 11 Home,2021,fptshop,Asus Vivobook Pro M3401QA-KM025W
MSI,MSI Gaming GF63 Thin 11UD-473VN," i5, 11400H",1.86 kg,17.990.000₫,18.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-gf63-thin-11ud-i5-11400h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/7/637639340541330187_msi-gaming-gf63-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 358 nits, IPS LCD","8 GB, DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 Ti 4 GB, Intel UHD Graphics",459 * 354 * 317 mm,Windows 11 Home,2022,fptshop,MSI Gaming GF63 Thin 11UD-473VN
LENOVO,Lenovo ThinkPad E14 Gen 4," Ryzen 5, 5625U",1640 g,17.890.000₫,18.890.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-e14-gen-4-r5-5625u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/11/29/638053168207164330_lenovo-thinkpad-e14-gen-4-amd-den-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, IPS","8 GB, DDR4, 3200 MHz",SSD 512 GB,AMD Radeon Graphics,324 x 220.7 x 17.9,Windows 11 Home,2022,fptshop,Lenovo ThinkPad E14 Gen 4
HP,HP 15s-fq5146TU," i7, 1255U",1.69 kg,17.790.000₫,22.890.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5146tu-i7-1255u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/12/7/638060325160157872_hp-15s-fq5161tu-xanh-1.jpg,"15.6 inch, 1920 x 1080 Pixels, WVA, 60 Hz, 250 nits, Wide-Viewing Angle (WVA)","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 512 GB,None,"35,85 x 24,2 x 1,79 cm",Windows 11 Home Single Language,,fptshop,HP 15s-fq5146TU
ASUS,Asus Vivobook M3504YA-L1144W," Ryzen 5, 7530U",1.7 kg,17.490.000₫,18.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-m3504ya-l1144w-r5-7530u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/5/638215730269819133_asus-vivobook-m3504ya-l1144w-r5-7530u-den-2.jpg,"15.6 inch, FHD (1920 x 1080), IPS, 60 Hz, OLED","16 GB, DDR4, 3200 MHz",SSD 512 GB,None,35.97 x 23.25 x 1.79 cm,Windows 11 Home,,fptshop,Asus Vivobook M3504YA-L1144W
MSI,MSI Modern 15 B13M-438VN," i5, 1335U",1.7 kg,16.990.000₫,18.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-15-b13m-438vn-i5-1335u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/26/638233974319948527_msi-modern-15-b13m-den-1-office.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, FHD","8 GB, DDR4, 3200 MHz",SSD 512 GB,Intel UHD Graphics,359 x 241 x 19.9 mm,Windows 11 Home,2023,fptshop,MSI Modern 15 B13M-438VN
LG,LG Gram 14Z90Q-G.AJ32A5," i3, 1220P",999 g,16.590.000₫,16.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lg-gram-14z90q-gaj32a5-i3-1220p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/14/637987498658291569_lg-gram-14-den-1.jpg,"14.0 inch, 1200 x 1920 Pixels, IPS, 60 Hz, 350 nits, IPS LCD","8 GB, LPDDR5, 5200 MHz",SSD 256 GB,Intel UHD Graphics,"312 x 213,9 x 16,8 mm",Windows 11,2022,fptshop,LG Gram 14Z90Q-G.AJ32A5
MSI,MSI Modern 14 C13M-458VN," i5, 1335U",1.4 kg,16.490.000₫,17.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-14-c13m-458vn-i5-1335u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/26/638233974320818461_msi-modern-14-c13m-den-1-icon.jpg,"14.0 inch, FHD (1920 x 1080), IPS, 60 Hz, IPS","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,319.9 x 223 x 19.35 mm,Windows 11 Home,2023,fptshop,MSI Modern 14 C13M-458VN
LENOVO,Lenovo ThinkPad E14 Gen 3," Ryzen 5, 5500U",1.64 kg,16.390.000₫,20.390.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-e14-gen-3-r5-5500u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/9/637823880044283445_lenovo-thinkpad-e14-gen-3-den-1.jpg,"14.0 inch Chính:, 1920 x 1080 Pixels, IPS, 300 nits, Anti-glare WLED-backlit Chính:","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,AMD Radeon Graphics,324 x 220.7 x 17.9 mm,Windows 11 Home,2021,fptshop,Lenovo ThinkPad E14 Gen 3
ACER,Acer Aspire Gaming A715-42G-R1SB," Ryzen 5, 5500U",2.1 kg,15.990.000₫,20.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-gaming-a715-42g-r1sb-r5-5500u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/18/637728596112270896_acer-aspire-gaming-a715-42g-r1sb-r5-5500u-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Acer ComfyView Anti-glare LED-backlit","8 GB, DDR4, 3200 MHz",SSD 256 GB,"NVIDIA GeForce GTX 1650 4GB, AMD Radeon Graphics",363.4 x 254.5 x 22.9 mm,Windows 10 Home Single Language,,fptshop,Acer Aspire Gaming A715-42G-R1SB
ASUS,Asus Vivobook X1605VA-MB105W," i5, 1335U",1.68 kg,15.990.000₫,18.190.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-x1605va-mb105w-i5-1335u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/4/20/638176047326301321_asus-vivobook-x1605va-mb105w-i5-1335u-bac-5.jpg,"16.0 inch, 1920 x 1200 Pixels, IPS, 60 Hz, Anti-Glare","8 GB, DDR4, 3200 MHz",SSD 512 GB,None,35.87 x 24.95 x 1.99 ~ 1.99 cm,Windows 11 Home,,fptshop,Asus Vivobook X1605VA-MB105W
LENOVO,Lenovo IdeaPad Flex 5 14ALC05," Ryzen 5, 5500U",1.5 kg,15.590.000₫,18.590.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-flex-5-14alc05-r5-5500u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/29/638000683647028947_lenovo-ideapad-flex-5-14alc05-xam-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS Glossy, 60 Hz, 250 nits, FHD Touch","8 GB, DDR4, 3200 MHz",SSD 512 GB,AMD Radeon Graphics,321.5 x217.5 x 17.9 mm,Windows 11 Home,2021,fptshop,Lenovo IdeaPad Flex 5 14ALC05
MSI,MSI Gaming GF63 Thin 11SC-1090VN," i5, 11400H",1.86 kg,15.490.000₫,16.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-gf63-thin-11sc-1090vn-i5-11400h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007368710444071_msi-gaming-gf63-thin-11sc-1090vn-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, IPS FHD","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,NVIDIA GeForce GTX 1650 4GB,359 x 254 x 21.7 mm,Windows 11,2022,fptshop,MSI Gaming GF63 Thin 11SC-1090VN
ASUS,Asus Expertbook B5302CEA-L50916W," i5, 1135G7",1.13 kg,15.490.000₫,15.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-expertbook-b5302cea-l50916w-i5-1135g7,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/26/638023821244393375_asus-expertbook-b5302-den-1.jpg,"13.3 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 450 nits, FHD","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,309 x 210.6 x 16.9 mm,Windows 11 Home,2022,fptshop,Asus Expertbook B5302CEA-L50916W
HP,HP Pavilion x360 14 ek0059TU," i3, 1215U",1.517 kg,14.990.000₫,15.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-x360-14-ek0059tu-i3-1215u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/7/637981678482364398_hp-pavilion-x360-14-xanh-den-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, FHD, Touch screen","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 256 GB,Intel UHD Graphics,322 x 210 x 19.9 mm,Windows 11 Home Single Language,2022,fptshop,HP Pavilion x360 14 ek0059TU
ASUS,Asus Expertbook B1400CEAE-EB3182W," i5, 1135G7",1452 g,14.490.000₫,14.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-expertbook-b1400ceae-eb3182w-i5-1135g7,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/27/637998768075662325_asus-expertbook-b1400-den-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, FHD","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,323.4 x 215.6 x 19.2 mm,Windows 11 Home,2021,fptshop,Asus Expertbook B1400CEAE-EB3182W
ASUS,Asus Expertbook B1500CEAE-BQ2234W," i5, 1135G7",1705,14.490.000₫,14.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-expertbook-b1500ceae-bq2234w-i5-1135g7,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/27/637998829688287259_asus-expertbook-b1500-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, FHD","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,358 x 236.5 x 19.4 mm,Windows 11 Home,2021,fptshop,Asus Expertbook B1500CEAE-BQ2234W
ACER,Acer Aspire 7 Gaming A715-76-57CY," i5, 12450H",2.1 kg,13.990.000₫,16.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-7-gaming-a715-76-57cy-i5-12450h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/6/638216639883377102_acer-aspire-7-gaming-a715-76-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, Acer ComfyView LED-backlit","8 GB, DDR4, 3200 MHz",SSD 512 GB,None,362.3 x 237.4 x 19.9 mm,Windows 11 Home Single Language,,fptshop,Acer Aspire 7 Gaming A715-76-57CY
HP,HP 14s-em0086AU," Ryzen 5, 7520U",1.4 kg,13.690.000₫,15.190.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-14s-em0086au-r5-7520u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/4/11/638168318098594588_hp-14s-em0080au-r3-7320u-bac-1.jpg,"14.0 inch Chính:, 1920 x 1080 Pixels Màn hình chính:, SVA, 60 Hz Màn hình chính:, 250 nits, FHD Chính:","16 GB, LPDDR5, 5500 MHz",SSD 512 GB,AMD Radeon Graphics,32.37 x 21.5 x 1.79 cm,Windows 11 Home,2023,fptshop,HP 14s-em0086AU
